Nama_Lokasi,Jam_Login,Nama,Email,No_Telp,Tahun_Lahir,Merk_Hp,Digital_Interest,Location Type
Bekasi,2:43,User_927,user927@gmail.com,83695100509,2000,Xiaomi,Shopping,Desa
Jakarta,20:25,User_928,user928@gmail.com,84339809229,1986,Oppo,Social Media,Kota
Denpasar,21:13,User_929,user929@gmail.com,86620195860,2003,Xiaomi,Streaming,Desa
Depok,14:40,User_930,user930@gmail.com,82760856922,1990,Xiaomi,Shopping,Kota
Solo,1:09,User_931,user931@gmail.com,88247053597,1999,Apple,Shopping,Desa
Semarang,13:22,User_932,user932@gmail.com,83365403430,1998,Vivo,Social Media,Kota
Balikpapan,20:56,User_933,user933@gmail.com,83338406721,2009,Vivo,Shopping,Desa
Balikpapan,1:09,User_934,user934@gmail.com,86750768070,1982,Apple,Gaming,Desa
Depok,16:42,User_935,user935@gmail.com,82443223907,1976,Redmi,Shopping,Desa
Balikpapan,8:46,User_936,user936@gmail.com,84945904751,1974,Redmi,Social Media,Kota
Jakarta,3:46,User_937,user937@gmail.com,83492484959,1984,Samsung,Streaming,Desa
Depok,21:32,User_938,user938@gmail.com,82760148093,2005,Redmi,Streaming,Desa
Bekasi,1:19,User_939,user939@gmail.com,82108207962,1988,Apple,Shopping,Kota
Solo,1:44,User_940,user940@gmail.com,86199443196,1988,Oppo,Shopping,Desa
Surabaya,6:16,User_941,user941@gmail.com,88076634260,1975,Oppo,Streaming,Kota
Yogyakarta,6:28,User_942,user942@gmail.com,86476051800,1975,Samsung,Shopping,Desa
Solo,20:10,User_943,user943@gmail.com,87928654874,2007,Vivo,Social Media,Desa
Bandung,12:08,User_944,user944@gmail.com,86686211508,1996,Apple,Shopping,Kota
Surabaya,1:00,User_945,user945@gmail.com,87630110762,2003,Oppo,Streaming,Kota
Denpasar,14:17,User_946,user946@gmail.com,84395868047,1979,Oppo,Shopping,Desa
Balikpapan,17:25,User_947,user947@gmail.com,88147429101,2005,Samsung,Streaming,Kota
Semarang,11:24,User_948,user948@gmail.com,83619303156,2010,Vivo,Social Media,Desa
Bandung,4:27,User_949,user949@gmail.com,87956915429,1994,Redmi,Gaming,Kota
Yogyakarta,13:18,User_950,user950@gmail.com,88311598264,2002,Samsung,Social Media,Desa
Denpasar,15:16,User_951,user951@gmail.com,82293554936,1972,Apple,Shopping,Kota
Balikpapan,16:48,User_952,user952@gmail.com,85889510742,1999,Samsung,Streaming,Kota
Denpasar,21:04,User_953,user953@gmail.com,86080981947,1974,Redmi,Streaming,Desa
Balikpapan,10:16,User_954,user954@gmail.com,87026482042,1977,Redmi,Streaming,Kota
Yogyakarta,8:40,User_955,user955@gmail.com,82016894077,1998,Apple,Streaming,Kota
Balikpapan,5:30,User_956,user956@gmail.com,83131049075,1970,Oppo,Social Media,Desa
Balikpapan,4:39,User_957,user957@gmail.com,87576209893,2009,Apple,Social Media,Kota
Surabaya,9:21,User_958,user958@gmail.com,89634589816,2005,Xiaomi,Shopping,Kota
Denpasar,3:15,User_959,user959@gmail.com,85221231091,1987,Xiaomi,Shopping,Desa
Semarang,22:25,User_960,user960@gmail.com,86637925353,1998,Samsung,Social Media,Kota
Solo,7:30,User_961,user961@gmail.com,86570327618,1992,Xiaomi,Streaming,Desa
Depok,1:31,User_962,user962@gmail.com,81512453241,2008,Vivo,Social Media,Desa
Depok,13:17,User_963,user963@gmail.com,82357678101,1996,Apple,Social Media,Desa
Denpasar,6:56,User_964,user964@gmail.com,86161664871,1994,Vivo,Streaming,Desa
Surabaya,18:08,User_965,user965@gmail.com,89954345649,1999,Xiaomi,Streaming,Desa
Yogyakarta,19:51,User_966,user966@gmail.com,81169582370,2010,Oppo,Streaming,Desa
Depok,15:26,User_967,user967@gmail.com,87850962870,2003,Redmi,Streaming,Kota
Surabaya,11:01,User_968,user968@gmail.com,82752969515,1995,Oppo,Streaming,Desa
Surabaya,11:38,User_969,user969@gmail.com,86631200871,1981,Vivo,Gaming,Kota
Surabaya,17:53,User_970,user970@gmail.com,86318938092,1991,Oppo,Streaming,Desa
Bandung,22:10,User_971,user971@gmail.com,86595062648,1972,Xiaomi,Shopping,Desa
Depok,5:26,User_972,user972@gmail.com,82165825057,1997,Vivo,Shopping,Kota
Solo,15:34,User_973,user973@gmail.com,89398253444,1982,Oppo,Streaming,Kota
Semarang,6:01,User_974,user974@gmail.com,86270109609,1989,Apple,Shopping,Kota
Bandung,22:12,User_975,user975@gmail.com,86113605559,1988,Xiaomi,Social Media,Kota
Depok,23:17,User_976,user976@gmail.com,85871713608,1975,Xiaomi,Streaming,Desa
Surabaya,12:34,User_977,user977@gmail.com,82971862066,2009,Apple,Social Media,Desa
Surabaya,8:33,User_978,user978@gmail.com,88520175257,1993,Vivo,Social Media,Desa
Bandung,17:06,User_979,user979@gmail.com,81280270620,2003,Apple,Streaming,Kota
Semarang,11:12,User_980,user980@gmail.com,82518568464,1986,Apple,Social Media,Desa
Jakarta,5:54,User_981,user981@gmail.com,84839153084,1974,Oppo,Gaming,Desa
Balikpapan,8:13,User_982,user982@gmail.com,84085046276,1990,Apple,Streaming,Desa
Balikpapan,12:06,User_983,user983@gmail.com,87850962652,2005,Samsung,Gaming,Kota
Balikpapan,21:29,User_984,user984@gmail.com,88221407685,1971,Vivo,Shopping,Desa
Surabaya,19:44,User_985,user985@gmail.com,82486035708,2003,Samsung,Social Media,Kota
Bekasi,10:07,User_986,user986@gmail.com,85532708104,1973,Xiaomi,Shopping,Kota
Solo,17:41,User_987,user987@gmail.com,87255559285,1986,Redmi,Gaming,Kota
Bekasi,4:13,User_988,user988@gmail.com,83875587490,1975,Xiaomi,Streaming,Desa
Jakarta,5:42,User_989,user989@gmail.com,84700673670,2006,Redmi,Social Media,Desa
Balikpapan,7:36,User_990,user990@gmail.com,81553012454,2001,Vivo,Social Media,Kota
Depok,17:41,User_991,user991@gmail.com,83742518809,1972,Vivo,Shopping,Desa
Surabaya,9:48,User_992,user992@gmail.com,81485450838,1982,Oppo,Social Media,Desa
Surabaya,16:51,User_993,user993@gmail.com,81920668532,1993,Oppo,Shopping,Kota
Depok,5:37,User_994,user994@gmail.com,82944734368,1991,Vivo,Gaming,Desa
Jakarta,15:50,User_995,user995@gmail.com,81758539772,1982,Samsung,Streaming,Kota
Yogyakarta,5:11,User_996,user996@gmail.com,87645912180,1987,Xiaomi,Social Media,Kota
Denpasar,18:44,User_997,user997@gmail.com,84966859364,1982,Samsung,Gaming,Kota
Jakarta,20:03,User_998,user998@gmail.com,81863828986,1979,Xiaomi,Shopping,Desa
Denpasar,1:20,User_999,user999@gmail.com,88129791262,2002,Redmi,Streaming,Kota
Solo,11:10,User_1000,user1000@gmail.com,85336897659,1993,Redmi,Gaming,Desa
